Author Last Name,Author First Name,Other Authors,Newspaper/Publisher,Publication Year,Article Title,"Publication Location (City, County, State) Where was the article published? ","Contextual Location (City, County, State) Where is the article talking about? If mutliple locations are referenced, list them all. If national, write national","News Source (e.g. Google, Ethnic News Watch, etc)",Date of Publication,"Page # (if applicable, if not, write N/A)",Type,Link (paste to Google drive upload),MMIWG mentioned (1=y 0=n),"MMIWG defined (1,0)","specific case (1,0)","MMIWG mvmnt (1,0)","coverage of legal protection (1,0)","News article (1,0)","video/audio (1,0)","material culture (1,0)","international (1,0)","national (1,0)","regional (1,0)","local (1,0)","Native (1,0)",# of sources,# of govt officials,# of ordinary people,# of experts,# of id male,# of id female,# of gender unID,"(Native voice) token/soundbite (1,0)","centers importance of MMIWG (1,0)","discussion of law impact (1,0)",word count,"article series (1,0)"
Ayer,Tammy,,Yakima Herald Republic ,2019,"Mosbrucker bill on murdered, missing Native women goes to governor","Yakima, Yakima County, WA",Washington State,Access World News,16-Apr-19,N/A,Newspaper,https://drive.google.com/file/d/1Da8e6VY-mS7UBh-f3yz3Q8QQy1qHcI_r/view?usp=share_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic,2019,"Keeping alive - her story - Because of hr niece, Anita Nez dedicates herself to the cause of missing and murdered indigenous women ","Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA, Troutdale, Multnomah County, OR, Washington State, OR",Access World News,1-Apr-19,1A,Newspaper,https://drive.google.com/file/d/1OOV_RM1yJmxokggyORHOklE2oIWzWZqo/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2019,Round dance gathering to honor missing women organized by Yakama Nation Tribal School student - Dancing in Red,"Yakima, Yakima County, WA","Wapato, Yakima County, WA, Yakama Reservation, Yakima County, WA",Access World News,28-Feb-19,3A,Newspaper,https://drive.google.com/file/d/1vXXoQX3rUtPLuqlaR8kS9kmSoRmFP1AH/view?usp=share_link,1,1,1,0,0,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2019,"A healing event' - Concerned loved ones gather in Wapato, take part in support activities ","Yakima, Yakima County, WA","Wapato, Yakima County, WA, Yakama Reservation, Yakima County, WA",Access World News,26-Feb-19,3A,Newspaper,https://drive.google.com/file/d/1s801UzXHxjsFJGV3-Qnh9oazTxS1boDr/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2019,Weather delays vigil by a week,"Yakima, Yakima County, WA","Wapato, Yakima County, WA",Access World News,13-Feb-19,3A,Newspaper,https://drive.google.com/file/d/1hrCWybVb1fsONEJ51HgLMA-48QFzgDjN/view?usp=share_link,1,1,1,0,0,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2019,"MISSING AND MURDERED INDIGENOUS WOMEN - Her sister's vpice - Missing woman's sister, family want information, investigations and justice for Rosenda Strong: 'My sister, where are you!?'","Yakima, Yakima County, WA","Yakima, Yakima County, WA, Toppenish, Yakima County, WA, Yakama Reservation, Yakima County, WA",Access World News,8-Feb-19,1A,Newspaper,https://drive.google.com/file/d/1AXF_fBL_ef2qlUNbKYu6mAsm1L6lRIx4/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2019,"Community gatheer to address crisis in reporting, preventing violence","Yakima, Yakima County, WA","Toppenish, Yakima County, WA, Yakama Reservation, Yakima County, WA, Washington State",Access World News,15-Jan-19,1A,Newspaper,https://drive.google.com/file/d/1RZij7x6qQrEr2TPz0NI6Kpg09B3p2CV2/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Yakima Herald Republic ,,,Yakima Herald Republic ,2019,"Here's what 'clicked' your interest - Rattlesnake Ridge, human tragedy drew people in ","Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA",Access World News,1-Jan-19,3A,Newspaper,https://drive.google.com/file/d/1HhipfzxJdGOPcjPtxjQ9X7M2ffKG_uuY/view?usp=share_link,1,0,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,Yakima Herald Republic ,2018,Yakima Valley's top stories of,"Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA, Washington State",Access World News,30-Dec-18,1A,Newspaper,https://drive.google.com/file/d/1lBw-yDCtKreqrzUb16lxG2YtK3pRBdrl/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Hudetz,Mary,,Yakima Herald Republic ,2018,"Senate panel hears of Native women's deaths, disappearances","Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA, National",Access World News,14-Dec-18,3A,Newspaper,https://drive.google.com/file/d/1RKThLmIdmVcGtjTk4EKwE-qHNyYa0MiO/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2018,"Prayer walk, vigil planned for missing Native mom ","Yakima, Yakima County, WA","Wapato, Yakima County, WA, Toppenish, Yakima County, WA, Yakama Reservation, Yakima County, WA",Access World News,25-Nov-18,3A,Newspaper,https://drive.google.com/file/d/1N37TnT_t9htSWYOErUqFVi8ci3GKXTMQ/view?usp=share_link,1,1,1,0,0,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2018,"In the 1980s and early '90s, sexual predators terrorized the Yakima Valley - A hunting ground?","Yakima, Yakima County, WA","Yakama Reservation, Yakima/Kittitas County, WA, Washington State, ID",Access World News,25-Nov-18,8A,Newspaper,https://drive.google.com/file/d/1gbwmDwAQ4DKoMUrxuvIu0A14VNubErVs/view?usp=share_link,1,0,1,1,1,,,,,,0,0,1,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2018,"Family, friends plead for answers","Yakima, Yakima County, WA","Wapato, Yakima County, WA",Access World News,25-Nov-18,3A,Newspaper,https://drive.google.com/file/d/1rjePwgNkdBYOWG_XSDApkXWZJhaVJcMZ/view?usp=share_link,1,1,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Ferolito,Phil,,Yakima Herald Republic ,2018,Yakama woman among victims identified in study ,"Yakima, Yakima County, WA","Seattle, King County, WA, Yakama Reservation, Yakima County, WA, National",Access World News,15-Nov-18,1A,Newspaper,https://drive.google.com/file/d/17zVhPHdE6mn-HugFci-BNl_wv6E1EgRi/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
N/A,N/A,,Yakima Herald Republic ,2018,Justice must be served for Native women ,"Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA, Washington State, National ",Access World News,23-Sep-18,4D,Newspaper,https://drive.google.com/file/d/1yqbmHxhrIZ3uWs7j0OVODopwj3H76yez/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2018,Native girls and women are murdered or go missing in almost inconceivable numbers. - The first steps toward a solution are finally being taken.,"Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA, Washington State, National ",Access World News,16-Sep-18,1A,Newspaper,https://drive.google.com/file/d/1XQ7E2YS7UM3I2aaAo3aO0bgxBfcGWng9/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Regimbal,Alec,,Yakima Herald Republic ,2018,"Marching for awareness - Toppenish event calls attention to missing, murdered women, girls ","Yakima, Yakima County, WA","Toppenish, Yakima County, WA, Washington State, National, Canada",Access World News,6-May-18,3A,Newspaper,https://drive.google.com/file/d/10Or-Ar2QUYJn11hL9l9lfnfbbkTqAYLR/view?usp=share_link,1,1,1,1,1,,,,,,1,0,0,,,,,,,,,,,,
Yakima Herald Republic ,,,Yakima Herald Republic ,2018,"Speakers, walk promote national of awareness","Yakima, Yakima County, WA","Toppenish, Yakima County, WA",Access World News,2-May-18,3A,Newspaper,https://drive.google.com/file/d/1hXLZJX3jw0NlJlMSrDkY4hnKoTZj2lZu/view?usp=share_link,1,1,0,1,0,,,,,,1,0,0,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2018,The longest walk,"Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA, Satus Pass, Klickitat County, WA, National",Access World News,7-Mar-18,3A,Newspaper,https://drive.google.com/file/d/1j6ovUMLH-O-KftALYzQ0S4P8Yyml3uRF/view?usp=share_link,1,1,0,1,0,,,,,,1,0,0,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2018,Women laud effort to curb violence,"Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA, Washington State",Access World News,11-Feb-18,1A,Newspaper,https://drive.google.com/file/d/1kQgX3MUTGA9g4s3S7Wo04LfM6tBANLWH/view?usp=share_link,1,1,0,1,1,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2018,Do what you fear and fear disappears' - right as reign - 'Do what you fear and fear disappears' - I love my culture. I love my language. I love my people - royal treatment - reign maker - free reign - reign check - growing and learning - right as reign - Miss Yakama Nation Chrissy Jim holds herself to a high standard: 'You're representing your people; you're representing Native Americans; you're representing the land ...',"Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA, National",Access World News,17-Feb-17,1A,Newspaper,https://drive.google.com/file/d/12WWd8gnqKq7s0HGAlIyKML7le7Om1N41/view?usp=share_link,1,1,0,1,0,,,,,,1,1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMILY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles,Sephora,,The Bellingham Herald,2025,"1,648 missing indigenous person reports in 20 years in Pierce Co. Whats being done?","Bellingham, WA","Pierce County, Washington",Access World News,"September 3rd, 2025",N/A,Newspaper,https://drive.google.com/file/d/17PFEQDC-_KbPf61ZHBGQD4mGMDyZSaGq/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Carter,Simone,,The Bellingham Herald,2025,WA Senate honors missing & murdered Indigenous women:'No more stolen sisters',"Bellingham, WA",Washington,Access World News,"April 16th, 2025",N/A,Newspaper,https://drive.google.com/file/d/1nEWaox4l1fE-2f4xZh1MDFBqfujXB4be/view?usp=sharing,1,1,0,1,0,,,,,,1,0,0,,,,,,,,,,,,
Van De Venter,Karlee,,The Bellingham Herald,2023,WA's latest investigator to focus on Indigenous cold cases,"Bellingham, WA",Washington,Acess World News,"November 15th, 2023",N/A,Newspaper,https://drive.google.com/file/d/1qVVajg5kqQvIND5R8VcRt5vCmcG-w3bk/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Ayer,Tammy,,The Bellingham Herald,2022,"WA task force on missing indigenous people stresses need for funding, family support","Bellingham, WA",Washington,Acess World News,"September 20th, 2022",N/A,Newspaper,https://drive.google.com/file/d/1afqbPh1lf7iCwGwCt_4PwoKqjPHHRGT4/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
sowersby,Shauna,,The Bellingham Herald,2022,What the MMIWP - Task force recommends for the state,"Bellingham, WA",Washington,Access World News,"August 3rd, 2022",N/A,Newspaper,https://drive.google.com/file/d/1yqqJ1oBpwrbRnb04d8AQMio7HZOs_B-v/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Brennan,Natasha,,The Bellingham Herald,2022,Survivors and Families share stories at gathering for missing and murdered Indigenous people,"Bellingham, WA","Seattle, WA",Acess World News,"May 9th, 2022",N/A,Newspaper,https://drive.google.com/file/d/1vJC3jedkO0b1w2gRx3BFyPOZMtribgwz/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Brennan,Natasha,,The Bellingham Herald,2022,"Lummi walk highlights missing, murdered Indigenous people","Bellingham, WA","Lummi Reservation, WA",Access World News,"May 8th, 2022",N/A,Newspaper,https://drive.google.com/file/d/1Ic-zJAZFOz-TMzWTk6Srnax6ksPK-Mje/view?usp=sharing,1,1,1,1,1,,,,,,0,0,0,,,,,,,,,,,,
Brennan,Natasha ,,The Bellingham Herald ,2022,State bill would create alerts for missing Indigenous women,"Bellingham, WA",Washington,Access World News,"January 4th, 2022",N/A,Newspaper,https://drive.google.com/file/d/1kThBA1iD5Y3zWjd-QbHtgxe-Sy4fnN7a/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Brennan,Natasha,,The Bellingham Herald,2021,"Missing, murdered Indigenous women task force announced","Bellingham, WA",Washington,Access World News,"August 13th, 2021",N/A,Newspaper,https://drive.google.com/file/d/1b9HLqbc4uS80hJxA_BowA_ao_ROyxfeB/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Pratt,Denver,,The Bellingham Herald,2021,"Washington to form task force on missing, murdered Indigenous women","Bellingham, WA","Whatcom County WA, Lummi Reservation, Washington State",Acess World News,"May 6th, 2021",N/A,Newspaper,https://drive.google.com/file/d/10TqxF_05NRSuLWDDh6nUqZBCwR-j_YH8/view?usp=sharing,1,1,1,1,1,,,,,,1,0,0,,,,,,,,,,,,
Cary,Annette,,The Bellingham Herald,2021,Doug-Emhoff hears pleas from - Yakima nation to - Breach Snake RIver dams,"Bellingham, WA","Toppenish, WA",Access World News,"April 8th, 2021",N/A,Newspaper,https://drive.google.com/file/d/1o7Qi1nDeKQvbPxb8Wse4xOtgPPsKWMfR/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Associated Press,,,The Bellingham Herald,2020,"DOJ Names coordinator for missing, killed Native Americans","Bellingham, WA","Seattle, WA",Access World News,"November 14th, 2020",N/A,Newspaper,https://drive.google.com/file/d/1w9AcuGnacEa1ItbZp8KI_R2Xqjj5PKGr/view?usp=sharing,1,0,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
Ayer,Tammy,,The Bellingham Herald,2020,Bellingham company develops app to improve safety on reservations,"Bellingham, WA","Lummi Reservation, WA, Bellingham WA",Access World News,"January 23rd, 2020",N/A,Newspaper,https://drive.google.com/file/d/13PzC108lQU44TgaplQkBLyuFOSUcNBew/view?usp=sharing,1,0,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Beekman,Daniel,,The Bellingham Herald,2019,"Seattle to address violence against Indigenous women, girls","Bellingham, WA","Seattle, WA",Access World News ,"September 11th, 2019",N/A,Newspaper,https://drive.google.com/file/d/1HgYsAKEV9QMRfuQ9xz409JcEubSoznOW/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Davila,Vianna,,The Bellingham Herald,2018,Survey reveals high rates - of sexual assault among- Native American women,"Bellingham, WA","Seattle, WA",Access World News,"August 26th, 2018",N/A,Newspaper,https://drive.google.com/file/d/1TD_cGOhagPN4LQftbqSYLrsV6HSY706I/view?usp=sharing,1,1,0,1,0,,,,,,0,1,0,,,,,,,,,,,,
,,,The Bellingham Herald Today's Edition,2025,,"Bellingham, WA","Washington; Tacoma, WA",Access World News ,"September 13th, 2025",N/A,Newspaper,https://drive.google.com/file/d/1Ud7v0KNq-g8iRqeTw2RMDjI4dWP0l9tj/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Sephora,Charles,,The Bellingham Herald Today's Edition,2025,"1,648 missing indigenous person reports in 20 years in Pierce Co. Whats being done?","Bellingham, WA",Washington,Access World News,"September 3rd, 2025",N/A,Newspaper,https://drive.google.com/file/d/1mAhpcS623KR4V1T7L3I2v13bzFxLKqvI/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Carter,Simone,,The Bellingham Herald Today's Edition,2025,WA Senate honors missing & murdered Indigenous women:'No more stolen sisters',"Bellingham, WA","Olympia, WA",Access World News,"April 16th, 2025",N/A,Newspaper,https://drive.google.com/file/d/1E4QfnhUhGubgD9MrBKgH8T0czJx5EwQw/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Carter,Simone,,The Bellingham Herald Today's Edition,2025,WA Senate honors missing & murdered Indigenous women,"Bellingham, WA","Olympia, WA",Access World News,"April 15th, 2025",N/A,Newspaper,https://drive.google.com/file/d/18t1zSv0FTPcpNPf5eq_Xxwu5Y6u1kDpl/view?usp=sharing,1,0,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Todd,Annie,,Cascadia Daily News,2025,Coastal jam held to honor missing and murdered Indigenous people in Lummi Nation,"Bellingham, WA","Lummi Nation, WA",Access World News,"May 9th, 2025",N/A,Newspaper,https://drive.google.com/file/d/12sGWLB_YmdohXDfhdDc9TryeQt9gXtzw/view?usp=sharing,1,1,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Todd,Annie,,Cascadia Daily News,2025,Lummi family demands answers: Grandmother has been missing for 100 days,"Bellingham, WA","Lummi Nation, WA",Access World News,"May 4th, 2025",N/A,Newspaper,https://drive.google.com/file/d/1IOdH2-eANmetcg30j0IET8R3EQnERFVf/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Lerner,Julia,,Cascadia Daily News,2023,Lummi Nation honors missing and murdered Indigenous people - May 5 marks third federal MMIP day,"Bellingham, WA","Lummi Nation, WA",Access World News,"May 4th, 2023",N/A,Newspaper,https://drive.google.com/file/d/1aqvaq_FtNHgS_jV0b8MZm0_R3uzSuFjG/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Lerner,Julia,,Cascadia Daily News,2022,"I was an Alaskan Bush Reporter, and I love 'Alaska Daily' - Northern Alaska, Journalism, and Hilary Swank","Bellingham, WA","Nome, Alaska",Access World News,"November 3rd, 2022",N/A,Newspaper,https://drive.google.com/file/d/1e4ES7Cg-FCnPr3gSOFjoL80IxI0Qp9u9/view?usp=sharing,1,1,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Lerner,Julia ,,Cascadia Daily News,2022,"City Club to host missing and murdered Indigenous persons event - MMIP discussion led my Rep. Lekanhoff, Annie Foresman-Adams Wednesday","Bellingham, WA","Bellingham, WA",Access World News,"July 25th, 2022",N/A,Newspaper,https://drive.google.com/file/d/1vLxqSJD8-E2yHMwIITUk_XrUtRio_qix/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Lerner,Julia,,Cascadia Daily News,2022,Local tribes honor missing and murdered Indigenous Persons - Biden declared May 5 MMIP awarness day,"Bellingham, WA","Lummi Nation, WA",Access World News,"May 5th, 2022",N/A,Newspaper,https://drive.google.com/file/d/1OLRqCGL0K8KV9j8KVu8U6i2WFJHdvg_w/view?usp=sharing,1,1,1,1,0,,,,,,0,1,0,,,,,,,,,,,,
Josie,Bailey,,Issaquah & Sammammish Reporter,2024,Working towards justice for the missing and murdered in Washington,"Bellevue, WA","Lummi Nation, WA",Access World News,"November 28th, 2024",N/A,Newspaper,https://drive.google.com/file/d/1C-fVmUjX8W1kNdv8FG-cvGRIB_B7Z3I0/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Wire Service,,,Issaquah & Sammammish Reporter,2022,Forum spotlights Washington's missing and murdered Indigenous people,"Bellevue, WA","Puyallup Tribe, WA; La Grande, OR; Washington",Access World News,"November 16th, 2022",N/A,Newspaper,https://drive.google.com/file/d/1FSj13b9dBrU_TcPSGGrhyexAQvJJYjus/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Saunders,Hannah,,Issaquah & Sammammish Reporter,2022,No more stolen sisters: How WA is responding to missing and murdered Indigenous people,"Bellevue, WA","Washington; Cheyenne Reservation, MT; King county, WA",Access World News,"May 7th, 2022",N/A,Newspaper,https://drive.google.com/file/d/1Vt6UA8eCuVxJzpGMSv68t1QtJolkHm5u/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Breda,Isabella,,Issaquah & Sammammish Reporter,2022,New alert system aims to bring home missing Indigenous people,"Bellevue, WA","Tulalip Reservation, WA",Access World News,"April 12th, 2022",N/A,Newspaper,https://drive.google.com/file/d/1VSPCKlAgIl911vK0Ke1afqHnK6k2HdhD/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Hellmann,Melissa,,Issaquah & Sammammish Reporter,2019,Legislation targets missing and murdered Indigenous women epidemic,"Bellevue, WA","Puyallup Tribe, WA; Washington; King county, WA",Access World News,"February 8th, 2019",N/A,Newspaper,https://drive.google.com/file/d/1G0YWdaHNN50xyvkDnlYzmZ9sJpScTrua/view?usp=sharing,1,1,1,1,1,,,,,,1,0,0,,,,,,,,,,,,
Hellmann,Melissa,,Issaquah & Sammammish Reporter,2019,Washington Indigenous communities push for action to address violence against women,"Bellevue, WA","Port Angeles, WA; Seattle, WA; Washington",Access World News,"January 14th, 2019",N/A,Newspaper,https://drive.google.com/file/d/1sczSPhOsAsCZqjCUMb72PfZidyiun2C_/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Josie,Bailey,,Kent Reporter,2025,Muckleshoot tribe hosts national MMIP coordinator gathering,"Kent, WA","Muckleshoot Tribe, WA",Access World News,"November 26th, 2025",N/A,Newspaper,https://drive.google.com/file/d/1oNsjuaGcRPrD6YwIFGGxziRq0vb8PkNS/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Steve,Hunter,,Kent Reporter ,2025,Kent state Sen. Kauffman reacts to X post by Ann Coulter,"Kent, WA","Kent, WA",Access World News,"July 21st, 2025",N/A,Newspaper,https://drive.google.com/file/d/17WV4KocqGXn4aN596PSujiJStjp7eWdE/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Josie,Bailey,,Kent Reporter,2024,Working towards justice for the missing and murdered in Washington,"Kent, WA","Lummi Nation, WA; Washington; Yakima, WA",Access World News,"November 28th, 2024",,Newspaper,https://drive.google.com/file/d/1nrps_SrJxcUx_iMx4TM4U14Iu7NB3NZ2/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Northwest,,,Kent Reporter,2022,"The land cries out': Family members of missing, murdered Indigenous people share stories","Kent, WA","Yakima, WA; Washington",Access World News,"December 28th, 2022",N/A,Newspaper,https://drive.google.com/file/d/1uWzFDSUzBNVjbGKrdnAJ-1LvIZZo39I8/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Northwest,,,Kent Reporter,2022,Forum spotlights Washington's missing and murdered Indigenous people,"Kent, WA","La Grande, OR; Washington; Kent, WA",Access World News,"November 16th, 2022",N/A,Newspaper,https://drive.google.com/file/d/1DTCXOdTnQRTXwrudgbHnfyPhdiYfJohs/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
News,,,Kent Reporter,2022,"PNW true crime fest in Auburn rallies a spooky, thoughful community","Kent, WA","Auburn, WA; Seattle, WA; Tacoma, WA",Access World News,"October 20th, 2022",N/A,Newspaper,https://drive.google.com/file/d/13tVxO0eHZWfzWn7-61c5IEOufsxVpX2s/view?usp=sharing,1,0,1,1,0,,,,,,0,1,1,,,,,,,,,,,,
Saunders,Hannah,,Kent Reporter,2022,No more stolen sisters: How WA is responding to missing and murdered Indigenous people,"Kent, WA","Washington; Seattle, WA; King County, WA; Auburn, WA ",Access World News,"May 7th, 2022",N/A,Newspaper,https://drive.google.com/file/d/1jWZTzue-rqFSswj2FaiZbaZj4MiqDrgr/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
